x,y
-0.8168,-5.5045
1.1843,-5.4733
3.0379,-4.7044
4.5017,-3.3308
5.3871,-1.5293
5.5621,0.4666
5.0481,2.4019
3.8686,4.0192
2.2029,5.1245
0.2552,5.5936
-1.73,5.3145
-3.4999,4.3716
-4.8167,2.8565
-5.5145,0.975
-5.504,-1.0323
-4.7867,-2.9065
-3.4542,-4.4078
-1.6779,-5.3427
0.3135,-5.5912
2.2651,-5.1215
3.9252,-3.9941
5.0486,-2.338
5.5608,-0.4083
5.3709,1.5853
4.4668,3.3775
2.9893,4.7354
1.1248,5.4733
-0.8795,5.5305
-2.7717,4.8633
-4.3014,3.5673
-5.2849,1.8225
-5.5978,-0.1586
-5.1822,-2.1224
-4.1012,-3.8132
-2.493,-5.0145
-0.5617,-5.538
1.436,-5.4128
3.2525,-4.5586
4.6415,-3.1129
5.4521,-1.2787
5.5432,0.7243
4.9402,2.6371
3.6928,4.2099
1.9715,5.2415
-0.0035,5.6
-1.9665,5.2098
-3.6964,4.2032
-4.9269,2.6221
-5.5536,0.7191
-5.4504,-1.2856
-4.6472,-3.1246
-3.2468,-4.5627
-1.4292,-5.4146
0.5715,-5.5708
2.4868,-4.9862
4.0967,-3.8001
5.1816,-2.1146
5.5979,-0.1515
5.2919,1.8318
4.3025,3.5774
2.7474,4.8336
0.8694,5.5117
-1.1326,5.4761
-2.9848,4.7162
-4.4711,3.3719
-5.3687,1.5773
-5.5844,-0.4171
-5.0786,-2.3596
-3.9206,-3.9986
-2.2465,-5.0968
-0.3064,-5.5916
1.6819,-5.3321
3.4506,-4.3919
4.788,-2.8997
5.5053,-1.0254
5.5012,0.9798
4.7997,2.8546
3.4939,4.3755
1.7175,5.2972
-0.2618,5.5827
-2.2181,5.142
-3.8777,4.0185
-5.0554,2.3975
-5.5788,0.4615
-5.3852,-1.5361
-4.4975,-3.3365
-3.0283,-4.7015
-1.1774,-5.4748
0.8255,-5.5195
2.7184,-4.8727
4.2665,-3.6048
5.268,-1.8708
5.599,0.1073
5.2016,2.0744
4.1359,3.7755
2.5388,4.9914
0.616,5.566
-1.3849,5.42
-3.2102,4.5885
-4.6221,3.1616
-5.4151,1.3224
-5.5566,-0.6744
-4.9616,-2.5905
-3.7316,-4.1755
-2.0054,-5.187
-0.0475,-5.5749
1.9196,-5.2299
3.6476,-4.225
4.919,-2.6765
5.5468,-0.7699
5.462,1.2357
4.6756,3.082
3.2884,4.5328
1.4717,5.3737
-0.5205,5.5758
-2.438,5.0024
-4.0411,3.8179
-5.1626,2.1621
-5.5963,0.2027
-5.2987,-1.78
-4.3258,-3.5304
-2.7982,-4.8198
-0.9231,-5.5234
1.084,-5.4941
2.9503,-4.7576
4.44,-3.4126
5.3511,-1.626
5.5599,0.3641
5.0982,2.3123
3.957,3.9626
2.3054,5.1034
0.3581,5.5885
-1.6334,5.3485
-3.4193,4.4349
-4.7633,2.9447
-5.4957,1.0757
-5.5221,-0.9309
-4.839,-2.8184
-3.5342,-4.3439
-1.7686,-5.2892
0.2108,-5.5868
2.1705,-5.1623
3.8366,-4.0495
5.0377,-2.4458
5.5463,-0.5099
5.3757,1.4803
4.5278,3.2945
3.0625,4.6603
1.2275,5.4638
-0.7777,5.5457
-2.6804,4.9097
-4.244,3.6536
-5.2596,1.9222
-5.5962,-0.0561
-5.1891,-2.0146
-4.1703,-3.7375
-2.5848,-4.9678
-0.6669,-5.5601
1.3367,-5.4381
3.1681,-4.6177
4.5882,-3.2004
5.4276,-1.3788
5.5614,0.6234
4.9668,2.5357
3.7697,4.1412
2.0611,5.1895
0.0992,5.5823
-1.8812,5.274
-3.6206,4.2722
-4.8936,2.721
-5.5092,0.8161
-5.4732,-1.1851
-4.7036,-3.0391
-3.3291,-4.5017
-1.5285,-5.3874
0.4695,-5.5803
2.4,-5.041
4.031,-3.8788
5.1453,-2.2104
5.5894,-0.2542
5.3052,1.7284
4.353,3.4867
2.8558,4.8171
0.9736,5.5147
-1.0331,5.5039
-2.9077,4.786
-4.4086,3.4531
-5.343,1.6771
-5.5911,-0.3148
-5.1211,-2.2658
-3.9724,-3.9058
-2.352,-5.0821
-0.4084,-5.5729
1.5826,-5.3569
3.3781,-4.4663
4.7359,-2.9879
5.4856,-1.1259
5.5304,0.8803
4.848,2.7646
3.5688,4.3044
1.8244,5.2945
-0.1593,5.5757
-2.1232,5.1819
-3.8073,4.0929
-5.0019,2.4859
-5.5484,0.5614
-5.4124,-1.4373
-4.5442,-3.2432
-3.1181,-4.6516
-1.2753,-5.4409
0.7251,-5.539
2.6383,-4.9396
4.2104,-3.6922
5.242,-1.9703
5.591,0.0043
5.2387,1.9789
4.2043,3.6992
2.6302,4.9439
0.7153,5.5346
-1.2843,5.4415
-3.1257,4.6465
-4.5385,3.2279
-5.4148,1.4284
-5.5706,-0.5729
-5.0049,-2.497
-3.8035,-4.1023
-2.1093,-5.1723
-0.1507,-5.598
1.8303,-5.2834
3.5814,-4.3051
4.8687,-2.7658
5.5311,-0.8711
5.4689,1.1319
4.7312,2.9959
3.3708,4.4719
1.5778,5.3731
-0.4184,5.5843
-2.3604,5.0783
-3.9996,3.9196
-5.1249,2.2574
-5.5913,0.3056
-5.3402,-1.6859
-4.4029,-3.4604
-2.8908,-4.7758
-1.0158,-5.4611
0.9827,-5.5131
2.8638,-4.8124
4.3765,-3.4937
5.3274,-1.7259
5.5883,0.2634
5.1417,2.2189
4.0289,3.8895
2.3885,5.0382
0.4599,5.5755
-1.5299,5.3584
-3.335,4.4942
-4.7038,3.0282
-5.4692,1.1754
-5.5382,-0.8297
-4.8832,-2.7257
-3.5998,-4.2619
-1.8703,-5.2707
0.1072,-5.5507
2.0757,-5.2011
3.7765,-4.135
4.9918,-2.5381
5.5662,-0.6147
5.4071,1.3825
4.5877,3.2113
3.1481,4.6048
1.324,5.4249
-0.6761,5.559
-2.5925,4.9638
-4.1643,3.7198
-5.2078,2.012
-5.5998,0.0469
-5.2566,-1.9309
-4.2383,-3.6601
-2.6753,-4.9196
-0.7685,-5.547
1.2364,-5.4618
3.0831,-4.6749
4.5333,-3.2877
5.3693,-1.4691
5.5646,0.5209
5.0205,2.4477
3.8297,4.0555
2.1571,5.1542
0.2013,5.5786
-1.7747,5.2785
-3.5414,4.338
-4.8437,2.8105
-5.5236,0.9218
-5.4939,-1.0848
-4.7584,-2.9525
-3.412,-4.4405
-1.6268,-5.3585
0.3669,-5.5808
2.3138,-5.0996
3.9635,-3.9561
5.0864,-2.2969
5.5886,-0.3568
5.3554,1.637
4.4344,3.4199
2.9435,4.764
1.0724,5.483
-0.9322,5.5219
-2.8196,4.8384
-4.3444,3.5336
-5.3114,1.7746
-5.5804,-0.2113
-5.1532,-2.1681
-4.0373,-3.827
-2.4393,-5.0262
-0.5114,-5.5766
1.479,-5.3679
3.2941,-4.525
4.6807,-3.0743
5.464,-1.2267
5.5342,0.7774
4.9144,2.6838
3.6525,4.2449
1.9191,5.2551
-0.0569,5.5997
-2.028,5.2199
-3.7381,4.1697
-4.9646,2.5817
-5.5536,0.6648
-5.4351,-1.3368
-4.6141,-3.1673
-3.1961,-4.5833
-1.3678,-5.3897
0.6247,-5.5603
2.5466,-4.9865
4.1421,-3.7687
5.1775,-2.0555
5.5991,-0.0981
5.2623,1.8785
4.2716,3.6212
2.7202,4.8949
0.8189,5.5374
-1.1845,5.4641
-3.0402,4.7029
-4.4933,3.3219
-5.3877,1.5272
-5.5711,-0.4701
-5.0107,-2.3864
-3.8819,-4.0362
-2.2002,-5.1237
-0.2531,-5.5943
1.7307,-5.3079
3.4941,-4.3609
4.8178,-2.8547
5.4662,-0.9643
5.482,1.0304
4.7666,2.8975
3.4525,4.4091
1.6745,5.3392
-0.3153,5.5849
-2.2584,5.1011
-3.9272,3.9922
-5.0756,2.3481
-5.5676,0.4066
-5.3703,-1.5874
-4.4655,-3.3792
-2.9771,-4.7212
-1.1252,-5.4858
0.8806,-5.5236
2.7699,-4.8557
4.3028,-3.5657
5.2949,-1.8231
5.5977,0.1607
5.1814,2.1244
4.0933,3.8088
2.4911,5.0154
0.5624,5.5717
-1.4367,5.4071
-3.2543,4.5574
-4.6514,3.117
-5.4484,1.2756
-5.5487,-0.7277
-4.9342,-2.6363
-3.688,-4.2076
-1.9695,-5.2422
0.0057,-5.6
1.9802,-5.2382
3.6998,-4.2038
4.893,-2.6016
5.5495,-0.7164
5.4499,1.2877
4.6457,3.1269
3.2269,4.5385
1.4172,5.3777
-0.5736,5.5695
-2.5013,5.0104
-4.1075,3.8064
-5.1857,2.1139
-5.598,0.1493
-5.291,-1.8344
-4.2795,-3.5611
-2.7649,-4.8699
-0.8704,-5.5319
1.1338,-5.4712
2.9962,-4.7291
4.4315,-3.3393
5.3638,-1.5736
5.5843,0.4192
5.0638,2.3552
3.9187,4.0005
2.2566,5.1252
0.3042,5.5907
-1.6867,5.34
-3.4614,4.4021
-4.7914,2.8986
-5.5057,1.0233
-5.5085,-0.9833
-4.812,-2.8645
-3.4927,-4.3774
-1.7246,-5.3278
0.2645,-5.5938
2.2201,-5.1411
3.881,-4.0189
5.0284,-2.3823
5.5618,-0.4574
5.3846,1.5382
4.4754,3.3227
3.0306,4.7091
1.1753,5.4753
-0.831,5.5377
-2.7301,4.8894
-4.2695,3.6045
-5.2778,1.872
-5.5774,-0.1091
-5.1851,-2.0707
-4.1345,-3.7771
-2.5369,-4.9924
-0.6119,-5.5483
1.3885,-5.4251
3.2007,-4.5702
4.6233,-3.1599
5.4406,-1.3264
5.5456,0.6752
4.9631,2.5937
3.7264,4.1737
2.0047,5.1913
0.0455,5.5998
-1.9158,5.2133
-3.6516,4.2264
-4.9167,2.6721
-5.5471,0.7677
-5.4615,-1.2378
-4.6595,-3.0746
-3.2855,-4.5325
-1.4719,-5.3849
0.5203,-5.5497
2.4553,-5.033
4.0718,-3.8432
5.1368,-2.1489
5.575,-0.1998
5.2995,1.7826
4.3372,3.5424
2.8093,4.8444
0.9202,5.519
-1.0834,5.4803
-2.9532,4.758
-4.4264,3.3994
-5.3375,1.6191
-5.562,-0.3664
-5.0991,-2.315
-3.9555,-3.9641
-2.3034,-5.1043
-0.3552,-5.5858
1.6365,-5.3512
3.421,-4.4336
4.7644,-2.9428
5.4961,-1.0736
5.492,0.9286
4.8291,2.8151
3.5326,4.3452
1.7738,5.3116
-0.2133,5.5959
-2.173,5.1612
-3.8442,4.0544
-5.0374,2.4433
-5.5522,0.5083
-5.3985,-1.4888
-4.5266,-3.297
-3.0719,-4.6785
-1.2237,-5.4569
0.7777,-5.5308
2.6853,-4.9142
4.2458,-3.6515
5.2542,-1.9179
5.5997,0.0583
5.2196,2.0287
4.1628,3.7337
2.5824,4.969
0.6617,5.5345
-1.3388,5.4376
-3.1639,4.6076
-4.5942,3.202
-5.4119,1.372
-5.5645,-0.6259
-4.9866,-2.5482
-3.7681,-4.1427
-2.0651,-5.2053
-0.0968,-5.5992
1.8651,-5.2225
3.6192,-4.2671
4.8857,-2.7135
5.5399,-0.8185
5.4532,1.1835
4.698,3.038
3.3278,4.5036
1.5259,5.3881
-0.4717,5.5801
-2.3883,5.0114
-4.0277,3.8726
-5.1462,2.2084
-5.5943,0.2517
-5.3239,-1.7367
-4.3694,-3.5026
-2.854,-4.8182
-0.9715,-5.5151
1.0358,-5.5034
2.8976,-4.7653
4.402,-3.4452
5.3362,-1.6727
5.591,0.317
5.12,2.2683
3.9916,3.9278
2.3359,5.0524
0.4071,5.5852
-1.5885,5.3694
